,Alpha_1,Alpha_2,Alpha_3,Alpha_4,Beta_1,Beta_2,Beta_3,Beta_4,Delta_1,Delta_2,Delta_3,Delta_4,Theta_1,Theta_2,Theta_3,Theta_4,Gamma_1,Gamma_2,Gamma_3,Gamma_4,ID,Section,slideNumber
10789,2.811,4.165,2.871,0.866,0.021,0.536,0.867,0.022,0.539,0.866,0.023,0.532,2.677,4.247,3.178,2.460,4.239,3.529,139585,3,2.0,,
10790,2.639,4.082,3.604,0.866,0.023,0.537,0.864,0.020,0.537,0.864,0.021,0.537,2.923,3.873,3.619,2.976,3.581,3.387,139585,3,2.0,,
10791,2.931,3.477,3.155,0.866,0.021,0.535,0.867,0.019,0.534,0.867,0.017,0.531,2.886,3.619,2.744,2.879,3.858,2.639,139585,3,2.0,,
10792,2.744,3.851,2.639,0.872,0.019,0.530,0.876,0.021,0.532,0.876,0.021,0.528,2.654,4.202,2.729,2.475,4.808,2.961,139585,3,2.0,,
10793,2.587,5.256,3.342,0.878,0.023,0.528,0.880,0.026,0.533,0.897,0.033,0.548,2.871,5.346,3.933,3.178,6.587,4.165,139585,3,2.0,,
10794,3.649,9.054,3.828,0.891,0.027,0.538,0.891,0.026,0.537,0.888,0.023,0.546,3.948,10.826,3.193,4.516,12.509,1.839,139585,3,2.0,,
10795,4.920,13.346,0.396,0.872,0.018,0.535,0.860,0.018,0.535,0.858,0.018,0.542,4.972,12.748,0.927,4.965,11.858,1.787,139585,3,2.0,,
10796,4.867,11.305,2.168,0.853,0.021,0.543,0.850,0.023,0.539,0.853,0.026,0.554,4.725,10.647,1.959,4.733,10.258,1.637,139585,3,2.0,,
10797,4.808,10.176,1.017,0.848,0.024,0.552,0.852,0.030,0.553,0.856,0.030,0.560,4.733,9.668,0.105,4.823,9.324,0.501,139585,3,2.0,,
10798,4.538,9.570,1.144,0.859,0.027,0.560,0.869,0.028,0.558,0.876,0.036,0.556,3.671,10.677,2.191,2.886,13.234,2.871,139585,3,2.0,,
10799,2.669,19.043,2.295,0.888,0.032,0.578,0.884,0.017,0.559,0.901,0.021,0.567,1.817,27.118,1.129,0.927,36.322,0.142,139585,3,2.0,,
10800,0.097,46.992,1.383,0.907,0.018,0.570,0.904,0.020,0.569,0.902,0.030,0.587,1.219,56.674,2.206,2.265,65.467,2.908,139585,3,2.0,,
10801,3.073,75.090,3.843,0.871,0.031,0.587,0.834,0.030,0.587,0.815,0.035,0.622,4.075,82.701,4.755,5.174,89.475,5.795,139585,3,2.0,,
10802,6.004,96.683,7.110,0.779,0.040,0.641,0.737,0.036,0.665,0.707,0.045,0.690,6.737,103.928,8.292,8.299,108.062,8.426,139585,3,2.0,,
10803,9.638,109.610,7.492,0.682,0.061,0.721,0.649,0.069,0.747,0.618,0.071,0.812,0.344,3.036,1.570,1.189,2.953,1.929,139585,3,2.0,,
10804,1.705,2.662,2.826,139585,3,2,,,,,,,,,,,,,,,,,
10805,0.030,0.168,0.997,0.038,0.175,1.004,0.041,0.182,0.994,1.884,2.781,4.224,2.609,3.424,5.294,3.581,3.671,5.525,139585,3,3.0,,
10806,0.034,0.177,0.999,0.029,0.172,0.999,0.026,0.168,0.995,4.060,3.761,5.204,3.970,3.993,4.523,3.484,4.180,3.858,139585,3,3.0,,
10807,0.025,0.165,0.990,0.025,0.163,0.990,0.027,0.164,0.987,3.013,4.464,3.417,2.654,4.643,3.140,2.647,4.471,3.170,139585,3,3.0,,
10808,0.028,0.166,0.987,0.030,0.166,0.997,0.033,0.171,0.995,2.662,4.135,3.559,2.938,4.411,4.105,2.976,4.509,4.277,139585,3,3.0,,
10809,0.029,0.169,0.991,0.031,0.171,0.995,0.028,0.171,0.988,2.856,4.800,4.337,3.073,5.249,4.075,3.021,4.935,3.320,139585,3,3.0,,
10810,0.022,0.167,0.995,0.020,0.168,0.997,0.021,0.168,0.991,2.946,4.688,2.931,2.879,4.636,2.699,2.737,4.808,2.677,139585,3,3.0,,
10811,0.026,0.170,0.991,0.027,0.168,0.988,0.028,0.168,0.991,2.527,5.174,2.669,2.408,5.623,2.871,2.273,5.757,3.028,139585,3,3.0,,
10812,0.029,0.170,0.989,0.033,0.172,0.994,0.033,0.172,0.995,2.303,6.056,2.998,2.370,6.295,3.028,2.632,6.288,3.036,139585,3,3.0,,
10813,0.030,0.172,0.996,0.028,0.171,0.995,0.026,0.171,0.993,2.774,5.981,3.065,2.953,5.735,3.103,3.021,5.563,3.065,139585,3,3.0,,
10814,0.025,0.173,0.994,0.023,0.169,0.995,0.023,0.173,0.993,2.916,5.428,3.103,2.826,5.503,3.320,2.737,5.600,3.462,139585,3,3.0,,
10815,0.023,0.170,0.989,0.021,0.170,0.990,0.019,0.170,0.994,2.796,5.548,3.619,2.886,5.256,3.910,3.080,4.950,4.120,139585,3,3.0,,
10816,0.020,0.172,0.995,0.016,0.170,0.996,0.016,0.163,0.992,3.290,4.553,3.656,3.065,4.307,3.297,2.265,4.150,3.424,139585,3,3.0,,
10817,0.016,0.165,0.991,0.025,0.174,0.991,0.024,0.180,0.990,2.071,4.486,3.985,2.759,4.740,4.202,3.409,4.673,4.217,139585,3,3.0,,
10818,0.020,0.174,0.998,0.019,0.171,0.999,0.016,0.166,0.992,3.806,4.628,3.746,3.686,5.137,2.908,3.215,5.697,2.026,139585,3,3.0,,
10819,0.015,0.163,0.985,0.021,0.163,0.984,0.021,0.168,0.986,2.864,6.348,1.847,2.796,6.288,2.034,2.901,5.952,2.662,139585,3,3.0,,
10820,0.023,0.168,0.999,0.026,0.172,0.998,0.024,0.174,0.994,3.028,5.578,3.327,3.335,5.331,3.604,3.103,5.480,4.015,139585,3,3.0,,
10821,0.017,0.164,0.998,0.018,0.173,0.988,0.014,0.174,0.986,2.931,5.981,4.419,3.133,6.310,4.636,3.223,5.623,4.531,139585,3,3.0,,
10822,0.011,0.171,0.993,0.013,0.171,1.005,0.010,0.170,0.992,2.923,4.905,4.090,2.737,4.546,3.439,2.355,4.030,3.028,139585,3,3.0,,
10823,0.007,0.165,0.986,0.010,0.166,0.984,0.014,0.171,0.979,2.116,3.948,3.200,1.765,3.290,4.307,1.787,2.916,5.510,139585,3,3.0,,
10824,0.025,0.183,0.997,0.028,0.184,0.998,0.026,0.180,1.000,2.310,3.230,6.288,2.856,4.075,6.131,3.551,4.643,5.196,139585,3,3.0,,
10825,0.015,0.177,0.992,0.008,0.172,0.998,0.003,0.166,0.996,4.194,4.553,3.701,4.598,4.187,2.064,4.553,3.828,0.890,139585,3,3.0,,
10826,0.005,0.161,1.000,0.009,0.160,0.991,0.015,0.159,0.987,4.120,3.664,0.292,3.380,3.402,0.628,2.460,3.282,1.817,139585,3,3.0,,
10827,0.027,0.163,0.988,0.033,0.170,0.985,0.034,0.175,0.988,1.899,3.529,3.305,1.936,3.836,4.695,2.161,3.925,5.608,139585,3,3.0,,
10828,0.030,0.174,0.994,0.028,0.176,0.998,0.020,0.170,0.996,2.565,3.843,5.742,2.497,3.738,5.525,1.847,3.387,5.323,139585,3,3.0,,
10829,0.020,0.171,0.989,0.020,0.175,0.995,0.016,0.180,0.992,1.637,3.544,5.069,2.430,3.611,4.194,3.619,3.417,3.178,139585,3,3.0,,
10830,0.011,0.170,0.999,0.015,0.168,0.999,0.018,0.170,0.992,3.858,2.953,2.475,3.529,2.751,2.049,3.335,2.849,1.675,139585,3,3.0,,
10831,0.020,0.166,0.988,0.020,0.163,0.988,0.028,0.169,0.987,3.110,3.260,1.959,2.662,3.394,2.624,2.565,3.596,3.791,139585,3,3.0,,
10832,0.034,0.172,0.992,0.037,0.172,0.995,0.033,0.171,0.990,2.475,3.649,4.651,2.804,4.015,4.860,2.490,4.269,5.047,139585,3,3.0,,
10833,0.026,0.166,0.995,0.029,0.174,0.986,0.025,0.173,0.989,2.213,4.658,5.129,2.348,4.523,4.830,2.834,4.262,4.471,139585,3,3.0,,
10834,0.023,0.172,0.997,0.024,0.172,0.997,0.026,0.174,0.990,2.961,4.239,4.284,2.796,4.262,4.135,2.684,4.277,3.708,139585,3,3.0,,
10835,0.025,0.173,0.990,0.024,0.171,0.989,0.025,0.173,0.992,2.594,4.217,3.387,2.594,4.165,3.215,2.490,3.970,3.215,139585,3,3.0,,
10836,0.028,0.174,0.991,0.035,0.177,0.999,0.028,0.172,0.985,2.542,4.576,3.208,2.617,4.598,3.260,2.565,4.359,3.409,139585,3,3.0,,
10837,0.033,0.176,0.999,0.031,0.177,0.990,0.031,0.176,0.992,2.587,4.389,3.589,2.654,4.187,3.716,2.759,4.217,3.596,139585,3,3.0,,
10838,0.030,0.178,0.992,0.026,0.176,0.995,0.030,0.168,0.989,3.110,4.598,3.320,3.103,4.396,3.223,3.163,4.449,2.998,139585,3,3.0,,
10839,0.023,0.176,0.994,0.025,0.177,0.988,0.023,0.173,0.991,2.961,4.366,2.901,2.961,4.344,2.841,3.021,4.150,2.856,139585,3,3.0,,
10840,0.026,0.174,0.992,0.025,0.172,0.995,0.028,0.169,0.986,3.155,4.075,2.707,2.894,4.157,3.006,2.146,4.187,3.738,139585,3,3.0,,
10841,0.029,0.173,0.992,0.034,0.182,0.989,0.031,0.178,0.998,2.482,4.262,4.037,3.365,3.866,3.694,3.821,4.075,3.260,139585,3,3.0,,
10842,0.028,0.173,1.006,0.027,0.172,0.989,0.026,0.169,0.988,3.880,4.359,2.856,3.723,4.464,2.430,3.312,4.284,2.505,139585,3,3.0,,
10843,0.028,0.167,0.986,0.032,0.171,0.991,0.032,0.171,0.990,2.953,4.142,2.856,2.766,4.090,3.200,2.722,4.082,3.492,139585,3,3.0,,
10844,0.032,0.171,0.995,0.032,0.171,0.995,0.032,0.171,0.987,2.699,4.374,3.656,2.834,4.703,3.477,2.467,4.815,3.649,139585,3,3.0,,
10845,0.029,0.170,0.993,0.029,0.174,0.987,0.029,0.174,0.996,2.452,4.778,3.701,2.654,4.852,3.387,2.699,5.219,3.073,139585,3,3.0,,
10846,0.025,0.173,0.998,0.034,0.172,1.000,0.036,0.175,0.990,2.415,6.191,3.140,2.131,7.230,3.148,1.951,7.454,3.125,139585,3,3.0,,
10847,0.039,0.173,0.987,0.036,0.175,0.989,0.031,0.174,0.995,2.116,6.931,3.065,2.415,6.236,2.983,2.617,5.727,2.901,139585,3,3.0,,
10848,0.024,0.176,0.993,0.023,0.178,0.994,0.022,0.178,0.992,2.774,5.353,2.908,2.819,5.383,2.916,3.006,5.331,2.849,139585,3,3.0,,
10849,0.018,0.179,0.987,0.016,0.178,0.990,0.014,0.179,0.991,3.223,4.860,2.879,3.492,4.135,2.983,3.723,3.738,3.080,139585,3,3.0,,
10850,0.013,0.179,0.994,0.016,0.177,0.992,0.019,0.174,0.988,3.768,3.903,3.118,3.723,4.075,3.208,3.813,4.344,3.252,139585,3,3.0,,
10851,0.020,0.175,0.990,0.021,0.174,0.990,0.023,0.175,0.993,3.753,4.426,3.223,3.806,4.568,3.223,3.955,4.561,2.879,139585,3,3.0,,
10852,0.023,0.172,0.992,0.025,0.167,0.989,0.029,0.174,0.992,3.619,4.471,2.938,2.856,4.501,3.694,2.908,4.658,4.060,139585,3,3.0,,
10853,0.035,0.179,0.987,0.030,0.174,0.999,0.027,0.167,1.001,3.708,4.546,3.679,4.067,4.366,3.380,3.768,4.673,3.260,139585,3,3.0,,
10854,0.029,0.171,0.996,0.025,0.170,0.987,0.021,0.166,0.986,3.297,5.039,2.856,2.879,5.039,2.572,2.744,4.778,2.781,139585,3,3.0,,
10855,0.025,0.168,0.990,0.026,0.169,0.994,0.021,0.169,0.992,2.766,4.710,3.193,2.707,4.606,3.544,2.849,4.666,3.731,139585,3,3.0,,
10856,0.025,0.174,0.996,0.020,0.168,0.990,0.022,0.171,0.996,2.894,4.411,3.761,2.766,4.329,3.888,2.572,4.389,3.903,139585,3,3.0,,
10857,0.023,0.170,0.988,0.018,0.171,0.991,0.020,0.172,0.993,2.722,4.486,3.656,2.991,4.381,3.716,3.058,4.127,3.649,139585,3,3.0,,
10858,0.022,0.173,0.993,0.021,0.172,0.991,0.022,0.172,0.990,3.036,4.142,3.604,2.886,4.082,3.559,2.759,4.045,3.619,139585,3,3.0,,
10859,0.024,0.174,0.990,0.025,0.173,0.992,0.028,0.175,0.995,2.781,3.738,3.671,2.849,3.566,3.708,2.886,3.716,3.783,139585,3,3.0,,
10860,0.029,0.174,0.993,0.027,0.175,0.992,0.027,0.175,0.991,2.991,4.105,3.716,3.028,4.606,3.544,3.200,4.860,3.267,139585,3,3.0,,
10861,0.027,0.173,0.991,0.028,0.171,0.995,0.023,0.170,0.991,3.297,5.062,2.968,3.163,5.226,2.662,2.946,5.323,2.535,139585,3,3.0,,
10862,0.025,0.170,0.992,0.024,0.171,0.989,0.026,0.173,0.990,2.766,5.383,2.677,2.677,5.152,2.953,2.901,5.204,3.260,139585,3,3.0,,
10863,0.029,0.174,0.993,0.023,0.172,0.991,0.023,0.172,0.994,3.088,5.062,3.462,3.065,4.920,3.417,3.267,4.770,3.036,139585,3,3.0,,
10864,0.020,0.174,0.994,0.019,0.164,0.995,0.015,0.164,0.987,3.223,4.329,2.542,2.609,4.023,2.722,2.094,4.142,3.350,139585,3,3.0,,
10865,0.026,0.175,0.991,0.026,0.180,0.988,0.021,0.174,0.998,2.707,4.366,3.477,3.783,4.322,3.282,4.037,4.150,3.006,139585,3,3.0,,
10866,0.022,0.172,1.000,0.022,0.172,0.992,0.020,0.168,0.990,3.686,4.232,2.512,3.178,4.374,1.936,2.714,4.307,1.907,139585,3,3.0,,
10867,0.020,0.164,0.985,0.026,0.167,0.988,0.028,0.171,0.990,2.535,4.307,2.370,2.550,4.239,3.013,2.692,4.292,3.776,139585,3,3.0,,
10868,0.029,0.173,0.995,0.030,0.175,0.994,0.022,0.171,0.996,3.021,4.434,4.060,2.983,4.546,4.127,2.669,4.710,4.000,139585,3,3.0,,
10869,0.022,0.173,0.990,0.021,0.175,0.987,0.017,0.171,0.992,2.662,4.636,3.574,2.894,4.299,2.991,3.006,4.194,2.714,139585,3,3.0,,
10870,0.018,0.171,0.997,0.021,0.173,0.992,0.023,0.172,0.991,3.073,4.142,2.617,3.058,4.217,2.722,2.804,4.486,2.983,139585,3,3.0,,
10871,0.025,0.172,0.991,0.026,0.174,0.987,0.032,0.176,0.995,2.662,4.486,3.424,2.677,4.613,3.858,2.834,4.658,3.970,139585,3,3.0,,
10872,0.029,0.176,0.994,0.030,0.175,0.995,0.024,0.173,0.992,2.961,4.942,3.761,3.013,5.122,3.380,3.088,5.271,2.901,139585,3,3.0,,
10873,0.023,0.172,0.992,0.021,0.171,0.991,0.022,0.172,0.994,3.080,5.346,2.445,3.080,5.323,2.318,3.080,5.129,2.415,139585,3,3.0,,
10874,0.022,0.171,0.994,0.022,0.173,0.992,0.022,0.170,0.990,3.043,5.196,2.572,2.938,5.682,2.737,2.931,6.826,2.879,139585,3,3.0,,
10875,0.023,0.171,0.990,0.024,0.171,0.986,0.026,0.172,0.995,2.834,7.709,2.931,2.826,8.292,2.714,2.766,8.912,2.333,139585,3,3.0,,
10876,0.022,0.169,0.992,0.020,0.170,0.991,0.021,0.171,0.987,2.654,10.408,1.832,2.422,12.516,1.107,2.303,13.653,0.135,139585,3,3.0,,
10877,0.018,0.170,0.994,0.020,0.168,0.995,0.020,0.171,0.995,2.176,14.662,0.471,1.899,18.176,0.912,1.877,24.270,1.510,139585,3,3.0,,
10878,0.007,0.176,0.982,0.022,0.188,0.980,0.019,0.181,1.013,2.258,28.531,2.475,3.193,30.984,3.776,3.768,34.715,5.294,139585,3,3.0,,
10879,0.006,0.173,1.003,0.011,0.171,0.989,0.026,0.172,0.981,3.791,41.384,7.275,2.931,45.579,9.122,2.587,47.500,10.789,139585,3,3.0,,
10880,0.026,0.178,1.001,0.046,0.174,1.000,0.092,0.160,0.963,2.864,52.196,13.264,3.312,58.095,15.926,3.215,61.818,17.683,139585,3,3.0,,
10881,0.095,0.168,0.993,0.113,0.167,0.988,0.136,0.170,0.986,3.103,63.695,18.782,2.161,63.560,19.619,1.809,66.170,20.486,139585,3,3.0,,
10882,0.166,0.171,0.981,0.209,0.160,0.943,0.214,0.167,0.983,0.785,65.699,20.614,0.606,64.450,20.673,0.000,63.807,20.210,139585,3,3.0,,
10883,0.254,0.153,0.965,0.270,0.160,0.947,0.292,0.154,0.944,0.628,62.932,19.141,1.241,61.168,17.496,1.406,60.099,15.073,139585,3,3.0,,
10884,0.315,0.156,0.938,0.336,0.157,0.915,0.354,0.159,0.916,1.144,59.052,12.030,0.807,58.267,9.174,0.127,56.771,6.512,139585,3,3.0,,
10885,0.387,0.152,0.892,0.404,0.156,0.897,0.415,0.153,0.905,0.381,53.796,3.843,0.763,52.263,1.465,0.935,49.691,0.015,139585,3,3.0,,
10886,0.452,0.148,0.857,0.461,0.149,0.873,0.497,0.140,0.847,1.136,47.373,0.239,1.316,45.362,0.164,0.725,42.401,0.366,139585,3,3.0,,
10887,0.499,0.140,0.844,0.520,0.143,0.838,0.536,0.143,0.815,0.583,40.838,0.187,0.800,39.836,0.359,1.039,38.177,0.830,139585,3,3.0,,
10888,0.556,0.140,0.809,0.560,0.140,0.808,0.568,0.147,0.805,0.860,35.492,0.860,0.793,33.055,0.890,0.688,30.468,1.189,139585,3,3.0,,
10889,0.584,0.144,0.787,0.601,0.141,0.784,0.612,0.142,0.770,0.299,28.300,1.787,0.830,26.857,2.370,1.533,25.189,2.340,139585,3,3.0,,
10890,0.616,0.139,0.766,0.621,0.144,0.765,0.617,0.136,0.749,2.295,23.731,1.727,2.542,22.049,1.054,2.310,21.257,0.336,139585,3,3.0,,
10891,0.636,0.136,0.747,0.644,0.140,0.729,0.643,0.140,0.745,2.393,19.634,0.307,3.021,17.847,0.673,3.821,16.748,0.606,139585,3,3.0,,
10892,0.653,0.130,0.742,0.659,0.125,0.733,0.660,0.123,0.733,3.634,15.155,0.277,3.215,13.473,0.142,2.490,11.993,0.217,139585,3,3.0,,
10893,0.660,0.118,0.723,0.657,0.127,0.720,0.657,0.123,0.719,1.892,11.066,1.039,1.652,10.901,1.600,1.465,10.430,1.996,139585,3,3.0,,
10894,0.662,0.125,0.713,0.664,0.126,0.726,0.664,0.125,0.719,1.555,10.064,1.899,1.742,10.019,1.406,1.211,11.484,0.785,139585,3,3.0,,
10895,0.680,0.120,0.726,0.682,0.131,0.704,0.676,0.123,0.702,0.142,12.546,0.501,0.815,11.776,2.408,1.219,11.582,3.200,139585,3,3.0,,
10896,0.676,0.120,0.720,139585,3,3,,,,,,,,,,,,,,,,,
10897,0.669,0.134,0.714,0.662,0.139,0.699,1.249,12.217,3.387,0.359,12.912,3.955,1.062,12.120,3.380,0.681,0.135,0.702,139585,3,4.0,,
10898,0.664,0.147,0.721,0.677,0.141,0.729,2.737,10.520,2.094,3.806,8.703,0.576,4.157,7.140,0.209,0.673,0.139,0.722,139585,3,4.0,,
10899,0.681,0.128,0.708,0.676,0.125,0.695,3.903,6.752,0.680,3.439,6.632,1.443,3.335,6.916,2.363,0.670,0.123,0.696,139585,3,4.0,,
10900,0.668,0.121,0.696,0.669,0.124,0.701,3.021,6.834,3.522,2.923,6.879,4.060,2.811,6.340,4.165,0.679,0.120,0.700,139585,3,4.0,,
10901,0.682,0.122,0.711,0.679,0.127,0.702,2.467,5.996,4.553,1.869,5.533,5.129,1.256,4.837,5.413,0.679,0.131,0.704,139585,3,4.0,,
10902,0.680,0.132,0.699,0.687,0.131,0.695,0.867,4.352,5.174,0.845,4.344,4.845,0.591,3.813,4.935,0.685,0.132,0.688,139585,3,4.0,,
10903,0.684,0.139,0.697,0.690,0.135,0.694,0.583,3.028,4.763,0.479,2.213,4.606,0.875,2.265,4.695,0.691,0.139,0.699,139585,3,4.0,,
10904,0.689,0.146,0.700,0.690,0.142,0.706,1.802,1.854,4.299,3.006,0.979,3.267,3.454,0.807,2.639,0.695,0.141,0.706,139585,3,4.0,,
10905,0.684,0.143,0.709,0.686,0.150,0.695,2.273,2.579,2.318,1.271,3.439,1.249,1.510,3.454,0.479,0.685,0.138,0.707,139585,3,4.0,,
10906,0.667,0.137,0.718,0.644,0.157,0.722,1.989,2.796,1.563,2.206,1.436,3.514,2.744,0.292,4.247,0.642,0.166,0.716,139585,3,4.0,,
10907,0.651,0.158,0.728,0.657,0.149,0.723,3.746,0.613,3.604,4.845,1.024,2.348,5.735,1.787,1.533,0.668,0.144,0.731,139585,3,4.0,,
10908,0.665,0.144,0.718,0.669,0.140,0.726,6.049,1.779,0.852,6.303,1.735,0.007,6.400,1.174,0.374,0.675,0.132,0.716,139585,3,4.0,,
10909,0.665,0.128,0.724,0.660,0.125,0.724,6.475,0.479,0.150,6.423,0.254,1.174,5.787,0.344,2.236,0.657,0.122,0.716,139585,3,4.0,,
10910,0.658,0.118,0.714,0.658,0.113,0.720,4.995,0.030,2.804,4.561,0.695,3.320,4.456,1.301,3.783,0.657,0.116,0.735,139585,3,4.0,,
10911,0.650,0.117,0.739,0.649,0.116,0.733,4.381,1.084,4.008,4.441,0.239,3.970,4.381,0.486,3.275,0.652,0.113,0.734,139585,3,4.0,,
10912,0.650,0.111,0.738,0.647,0.111,0.744,4.591,1.144,2.602,4.710,1.249,2.213,4.845,1.690,2.303,0.640,0.110,0.750,139585,3,4.0,,
10913,0.635,0.110,0.742,0.634,0.108,0.743,4.882,2.011,2.527,4.942,2.804,2.968,4.987,3.148,3.694,0.644,0.107,0.736,139585,3,4.0,,
10914,0.633,0.112,0.754,0.631,0.112,0.749,4.845,3.170,4.882,4.479,3.589,6.056,4.628,3.955,6.542,0.630,0.114,0.742,139585,3,4.0,,
10915,0.635,0.104,0.757,0.627,0.116,0.745,4.067,4.232,7.013,3.260,5.346,7.297,1.884,5.705,6.662,0.639,0.114,0.723,139585,3,4.0,,
10916,0.647,0.119,0.726,0.661,0.117,0.736,1.032,5.301,5.361,0.269,4.254,4.277,0.007,3.596,4.165,0.654,0.128,0.735,139585,3,4.0,,
10917,0.648,0.139,0.731,0.645,0.144,0.740,0.239,2.894,4.449,1.353,2.505,4.486,2.901,1.899,4.127,0.651,0.139,0.746,139585,3,4.0,,
10918,0.651,0.134,0.755,0.644,0.131,0.750,4.381,1.308,3.679,4.935,1.391,3.559,4.770,1.600,3.679,0.643,0.127,0.735,139585,3,4.0,,
10919,0.640,0.124,0.736,0.643,0.114,0.750,4.718,1.346,3.589,4.651,1.107,3.746,4.194,1.473,4.441,0.637,0.114,0.747,139585,3,4.0,,
10920,0.635,0.111,0.734,0.635,0.111,0.744,3.798,1.578,5.219,3.245,1.196,6.064,2.265,0.366,6.849,0.633,0.111,0.741,139585,3,4.0,,
10921,0.632,0.114,0.743,0.641,0.113,0.740,1.637,0.449,7.178,1.189,2.026,6.924,0.636,3.910,6.527,0.647,0.119,0.763,139585,3,4.0,,
10922,0.638,0.122,0.758,0.635,0.124,0.758,0.501,4.987,6.041,0.471,5.039,5.570,0.965,5.361,5.600,0.627,0.129,0.745,139585,3,4.0,,
10923,0.621,0.133,0.765,0.612,0.141,0.782,1.570,6.467,5.907,2.138,7.066,6.183,2.714,6.684,6.355,0.608,0.139,0.775,139585,3,4.0,,
10924,0.605,0.140,0.772,0.600,0.143,0.778,2.901,6.049,6.370,3.148,5.271,5.884,3.365,4.576,5.451,0.601,0.138,0.778,139585,3,4.0,,
10925,0.590,0.139,0.778,0.586,0.137,0.789,3.641,4.150,5.234,3.708,3.888,5.084,3.394,3.155,5.129,0.582,0.140,0.791,139585,3,4.0,,
10926,0.578,0.140,0.780,0.582,0.137,0.770,3.006,1.847,4.980,2.744,0.748,4.800,3.103,0.531,4.621,0.580,0.140,0.771,139585,3,4.0,,
10927,0.586,0.142,0.794,0.572,0.151,0.807,3.021,1.907,5.181,3.110,2.751,5.473,3.133,2.849,5.630,0.579,0.147,0.800,139585,3,4.0,,
10928,0.575,0.149,0.799,0.569,0.148,0.792,2.953,2.744,5.660,3.088,2.490,5.578,3.163,3.148,5.809,0.566,0.144,0.791,139585,3,4.0,,
10929,0.563,0.151,0.803,0.554,0.161,0.814,3.095,4.389,6.647,3.424,5.795,7.798,4.688,7.424,8.367,0.547,0.165,0.809,139585,3,4.0,,
10930,0.558,0.156,0.825,0.547,0.161,0.837,6.094,10.423,8.875,7.238,14.079,9.443,8.053,16.756,9.383,0.543,0.159,0.830,139585,3,4.0,,
10931,0.560,0.150,0.824,0.555,0.151,0.827,8.187,18.924,8.935,7.559,19.746,8.725,6.378,19.215,8.419,0.558,0.153,0.811,139585,3,4.0,,
10932,0.541,0.154,0.802,0.530,0.144,0.819,5.727,19.178,7.858,5.959,19.657,6.505,6.430,19.604,4.695,0.530,0.131,0.843,139585,3,4.0,,
10933,0.525,0.129,0.831,0.503,0.142,0.826,6.094,19.724,3.918,5.391,20.412,4.531,4.905,21.832,6.221,0.488,0.151,0.835,139585,3,4.0,,
10934,0.476,0.150,0.853,0.464,0.153,0.862,4.636,23.559,8.516,4.352,25.758,11.006,4.396,28.083,13.144,0.451,0.154,0.862,139585,3,4.0,,
10935,0.445,0.154,0.870,0.445,0.155,0.885,4.935,30.146,15.051,4.980,32.995,16.987,5.196,35.687,18.385,0.422,0.167,0.901,139585,3,4.0,,
10936,0.418,0.166,0.907,0.402,0.166,0.912,5.189,38.162,18.647,5.615,39.111,17.937,5.832,39.306,16.726,0.400,0.162,0.900,139585,3,4.0,,
10937,0.376,0.166,0.912,0.360,0.160,0.912,6.198,39.246,15.260,6.639,39.335,13.593,6.684,40.240,12.120,0.333,0.160,0.932,139585,3,4.0,,
10938,0.311,0.161,0.932,0.292,0.164,0.940,6.415,41.130,10.991,5.742,43.014,10.228,5.152,44.554,9.436,0.266,0.164,0.960,139585,3,4.0,,
10939,0.256,0.158,0.960,0.243,0.155,0.947,5.047,43.343,8.688,4.538,40.913,8.696,4.194,37.421,9.182,0.215,0.162,0.953,139585,3,4.0,,
10940,0.179,0.162,0.953,0.150,0.161,0.966,4.142,34.169,9.959,4.598,31.455,10.961,4.815,29.675,11.866,0.131,0.161,0.979,139585,3,4.0,,
10941,0.111,0.161,0.983,0.100,0.155,0.973,5.024,26.894,12.456,4.808,22.901,12.681,3.791,18.849,12.658,0.086,0.160,0.979,139585,3,4.0,,
10942,0.080,0.164,0.977,0.076,0.161,0.983,3.080,14.976,12.157,2.931,12.456,10.811,2.894,10.565,9.353,0.068,0.158,0.993,139585,3,4.0,,
10943,0.057,0.155,0.990,0.051,0.157,0.986,2.535,8.658,7.978,2.056,6.677,6.752,1.720,5.144,5.787,0.050,0.159,0.982,139585,3,4.0,,
10944,0.045,0.164,0.990,0.041,0.161,0.994,1.495,3.791,4.950,1.465,2.363,4.366,1.510,1.413,3.978,0.041,0.165,0.995,139585,3,4.0,,
10945,0.039,0.167,0.994,0.035,0.172,0.990,1.465,0.957,3.985,1.720,0.583,4.217,1.488,0.157,4.591,0.040,0.168,0.993,139585,3,4.0,,
10946,0.038,0.173,0.992,0.041,0.175,0.981,1.122,1.077,4.995,1.054,1.907,5.069,1.443,2.265,5.129,0.046,0.171,0.992,139585,3,4.0,,
10947,0.044,0.173,1.001,0.045,0.174,0.994,1.675,2.497,4.950,1.720,2.879,4.972,1.585,3.110,4.942,0.047,0.176,0.985,139585,3,4.0,,
10948,0.048,0.175,0.983,0.046,0.176,0.991,1.383,2.901,4.867,1.346,2.542,4.852,1.525,2.385,4.830,0.047,0.178,0.988,139585,3,4.0,,
10949,0.044,0.179,0.993,0.042,0.178,0.992,1.779,2.295,4.703,2.123,2.572,4.546,2.505,2.535,4.359,0.041,0.177,0.990,139585,3,4.0,,
10950,0.038,0.178,0.992,0.036,0.178,0.991,2.849,2.512,4.157,3.065,2.251,4.023,3.297,2.034,3.925,0.036,0.178,0.992,139585,3,4.0,,
